"","logFC","logCPM","LR","PValue","FDR"
"PITA_14368",5.57161257923692,2.84483782567896,41.5441594681016,1.15238244818997e-10,5.44951183544963e-08
"PITA_32480",8.06888692124536,0.781052699179973,41.1580691799137,1.40402430296133e-10,6.5209407313788e-08
"PITA_16805",5.46668461499772,1.96024256375161,40.7063127172515,1.76914731370982e-10,8.07258815478576e-08
"PITA_39753",4.87302441299333,3.16174803185229,40.6243640769334,1.84491874951739e-10,8.2676562213399e-08
"PITA_04324",5.4093955035449,1.89112233244546,40.5614334744059,1.90530384849077e-10,8.2676562213399e-08
"PITA_02699",5.67329518705204,2.32669260048626,40.5594279330543,1.90726046091889e-10,8.2676562213399e-08
"PITA_24322",7.81168450595651,0.564355801410261,40.400934728007,2.06842120239144e-10,8.81927328737687e-08
"PITA_33335",3.31146707217264,3.05980011231682,39.6755406777604,2.99857485399717e-10,1.25790215125181e-07
"PITA_28142",6.24143478147293,3.13635412043909,39.4596988402415,3.34900225976474e-10,1.38260634562256e-07
"PITA_42670",2.88332125172019,3.75059813801429,39.1770716738361,3.87059031015978e-10,1.55673089984485e-07
"PITA_40960",4.83006814651549,2.97898874379878,39.167064208625,3.89048054480814e-10,1.55673089984485e-07
"PITA_38468",6.1507387146235,1.95162656230147,39.0843943497433,4.0587535436017e-10,1.59945637750813e-07
"PITA_36266",7.50420493696931,3.25383938453556,38.9759551010783,4.29057711310104e-10,1.66557641992007e-07
"PITA_33524",5.03185413339225,1.25450600717776,38.1076031131305,6.69487455087168e-10,2.56069106167091e-07
"PITA_31536",2.72390443312157,5.50529785998552,37.9030401442907,7.43492919597842e-10,2.80253729649569e-07
"PITA_50420",2.15255698954006,8.32696441368635,37.5095351183831,9.09671876874228e-10,3.37995083508883e-07
"PITA_30131",6.56655364334223,1.12780307959004,37.1115120004459,1.11563137757112e-09,4.08682485904891e-07
"PITA_33915",7.99792508560394,0.7380496996767,36.7943167017871,1.31272372189884e-09,4.69499357521688e-07
"PITA_00454",4.87861551259747,5.27004893072371,36.6013032676725,1.4493478561122e-09,5.0940659985976e-07
"PITA_32409",2.88617422907466,4.03279400763694,34.2918370808473,4.74367273380695e-09,1.56174916624791e-06
"PITA_51145",4.32752653588431,2.28830770855266,33.9918863734935,5.53423686181073e-09,1.77703662393624e-06
"PITA_01478",3.75405384470869,1.98129455835662,33.6754150416251,6.51185006870456e-09,2.06544766386508e-06
"PITA_39065",1.94118548473998,5.43902927802202,33.5377497613906,6.98941973059713e-09,2.19021467196507e-06
"PITA_18269",3.37997949916281,2.65829047854861,33.3855225487045,7.55845368306708e-09,2.34033121241538e-06
"PITA_41827",3.04415032282235,4.44029549319541,33.2038754107177,8.29849792778149e-09,2.53924273651375e-06
"PITA_47196",4.78894450045854,3.64340065892317,32.9978672163855,9.22600251931897e-09,2.79022208749962e-06
"PITA_24304",4.69708937593005,0.948952287846256,32.7621351611762,1.04154043520674e-08,3.11372703210253e-06
"PITA_09310",5.97374544012674,1.81843398983834,32.522982840376,1.17791275497675e-08,3.48140145956708e-06
"PITA_40156",4.30091317276215,1.28383941220378,32.4392983608957,1.22974296951331e-08,3.53263478938964e-06
"PITA_08000",2.92471741128973,5.08945288760195,32.4369534713692,1.23122772540465e-08,3.53263478938964e-06
"PITA_27400",2.97075157074615,3.8680339234189,32.4294446190582,1.23599433209449e-08,3.53263478938964e-06
"PITA_39767",5.12023293155291,0.983798590304022,32.4066653468277,1.25056796197454e-08,3.53543718728214e-06
"PITA_02850",4.43477779788793,2.98800891731132,31.7266187092413,1.77473010728896e-08,4.96332853338479e-06
"PITA_24004",4.48523499962498,1.28712838193618,31.384711459205,2.11640881120252e-08,5.79428176532277e-06
"PITA_48863",4.54220419148888,2.0276932863786,31.350261529128,2.15429676320962e-08,5.83657338690823e-06
"PITA_25422",3.29574320303757,6.23971348504739,30.9954701194419,2.58631349861244e-08,6.93478636963e-06
"PITA_26345",3.07635982105545,4.98009272354603,30.7653558559226,2.91190372981512e-08,7.72813307232261e-06
"PITA_41577",3.43616864320545,2.29859310192288,30.1972479572874,3.90262847845114e-08,1.02528751612157e-05
"PITA_09847",3.04834613494784,3.81830595485704,30.1674151786781,3.96312378182417e-08,1.03076886441465e-05
"PITA_42485",3.99973638174274,1.85919072002043,30.1327671409744,4.0345637238747e-08,1.03803920441691e-05
"PITA_02646",5.80804449856571,4.2163974514297,30.1153800403382,4.07089849092716e-08,1.03803920441691e-05
"PITA_13618",5.13266924161722,0.559481378723999,29.8787942698222,4.599155588063e-08,1.15018690086472e-05
"PITA_14694",7.09339857660865,-0.0503447319791548,29.7043354247574,5.03221519637646e-08,1.23474419851467e-05
"PITA_37045",4.23903448675013,1.06350762563887,29.1212154090165,6.79883843706987e-08,1.65262606457711e-05
"PITA_20670",4.15736906133679,5.14229695532433,28.8429438114955,7.84913324861245e-08,1.89026024688112e-05
"PITA_03663",4.58220877827815,0.876558333975075,28.8107349164309,7.98075382270473e-08,1.90432501077732e-05
"PITA_22746",3.43168806625977,4.34767056882003,28.7628336126788,8.18060245631351e-08,1.93426626623871e-05
"PITA_26942",4.71707602250962,0.951337029108271,28.6569795531137,8.64020147937224e-08,2.02453153402696e-05
"PITA_18094",5.70087632208817,0.363030162349417,28.5932025950364,8.92950960629202e-08,2.05528863141637e-05
"PITA_34519",4.26082336401265,1.76276807188029,28.5670045414364,9.05114497913426e-08,2.06501078738862e-05
"PITA_47272",4.05075428408112,3.37308075523204,28.0006595365858,1.21274110592983e-07,2.7191537434594e-05
"PITA_38653",4.02759549619107,1.99028088170252,27.9454976015874,1.24780962252982e-07,2.77387012584428e-05
"PITA_38782",3.96798073074064,3.60527696565622,27.8588815414839,1.30493674767613e-07,2.85210923279904e-05
"PITA_17006",1.66803644968116,5.75639333674063,27.7817487077321,1.35801206658028e-07,2.94337798664054e-05
"PITA_08649",3.60122161448531,3.21465573820921,27.7442779557229,1.38457122214545e-07,2.97614156337034e-05
"PITA_19528",2.17520755704629,3.79460921965104,27.7146025991137,1.40597390903788e-07,2.9973750328005e-05
"PITA_16273",3.71108178073658,4.93694008392559,27.6570611756751,1.44842374239076e-07,3.06276854600336e-05
"PITA_34562",3.94766997505447,2.83120865111062,27.5501134897246,1.53076387460786e-07,3.21077722698999e-05
"PITA_44277",2.53924947697532,3.92847121091443,27.3447764876613,1.70223648227226e-07,3.51376735455708e-05
"PITA_45156",3.21335316372333,7.14943651071089,26.8338212049082,2.21722784715582e-07,4.5407778800532e-05
"PITA_10661",3.30591778432223,5.88057821533127,26.7722623601887,2.28899412244038e-07,4.65112876019937e-05
"PITA_35549",5.56479842351474,0.24029900646356,26.7175702883619,2.35470596286326e-07,4.74756181303183e-05
"PITA_30524",5.02347049133217,0.458575986709751,26.5612110273105,2.55318777474345e-07,5.10814314102327e-05
"PITA_47065",3.43800605473969,2.92332903233933,26.5426247353653,2.57786980324718e-07,5.11815387119512e-05
"PITA_13788",3.2320162576914,6.45758891306745,26.4887760701133,2.65073773382191e-07,5.22295740295258e-05
"PITA_04101",2.67393871300727,3.23065390060488,26.4299433389731,2.73271234440619e-07,5.34399363651583e-05
"PITA_02618",2.62208209596068,2.69124780370743,26.318781478431,2.89460056123269e-07,5.61833328336576e-05
"PITA_30206",3.26944215496001,2.13059871512652,26.1487673261761,3.16098834924397e-07,6.08993673892493e-05
"PITA_19250",2.43137478586056,3.98098906122054,25.8862309047393,3.62143128564334e-07,6.9257210520807e-05
"PITA_33906",1.86071155153285,6.05684398773206,25.5859757483383,4.23103360666379e-07,8.03247832669478e-05
"PITA_43247",2.62926769604401,3.01210918191529,25.5660808116129,4.27488405516289e-07,8.05691734715446e-05
"PITA_32221",4.75652955507561,3.19068766688982,25.5244475816385,4.36812782498666e-07,8.1734270935308e-05
"PITA_13694",4.36326651550789,4.46806761919484,25.4107305084069,4.63333696792363e-07,8.60774722848041e-05
"PITA_03936",3.92176339632527,1.69205807201744,25.3661240305835,4.74172290017109e-07,8.7466291425922e-05
"PITA_20841",4.77601022252027,3.09086596187092,25.3461379366546,4.79110670759351e-07,8.7754855181549e-05
"PITA_28566",4.27377483170508,0.851569437221314,25.186712488917,5.20395063763083e-07,9.33445187132002e-05
"PITA_38641",4.48262166717804,1.06973744878572,24.9077885998667,6.01389665063967e-07,0.00010713386163458
"PITA_31896",3.06597859540584,3.08973826016084,24.870060354514,6.13275215960911e-07,0.000108507993822635
"PITA_45350",4.40401567850119,1.99175019042207,24.8145993418858,6.31176056189409e-07,0.000110920662469124
"PITA_43456",5.02983171620451,3.10832823965083,24.702297967354,6.69043548662474e-07,0.000116786266155452
"PITA_26310",3.32830610733262,3.10723293192271,24.471178834079,7.54297707159437e-07,0.000130790193770065
"PITA_34684",2.1726400076182,6.8992014077136,24.4435128955136,7.6520732151657e-07,0.000131047881067524
"PITA_02206",1.87067412231588,5.23380445512998,24.4418678789542,7.65860968213451e-07,0.000131047881067524
"PITA_22324",3.7111029973868,3.04251199561988,24.2551774958857,8.43799566461454e-07,0.000143440411268601
"PITA_33791",4.54615147531893,0.866677204076061,24.206614988981,8.65345522220151e-07,0.000146147868100155
"PITA_35391",1.59930834805783,6.48234809303731,24.1461946106743,8.92924363417009e-07,0.000149832708181374
"PITA_20002",3.71031327887825,1.37143310951644,24.0331786991044,9.46898781195123e-07,0.000157871092308359
"PITA_16466",4.25063665282157,2.16436717162089,24.0030318090975,9.61841251339497e-07,0.000159340949720312
"PITA_08442",1.55202350098666,5.53559201718217,23.9534685393919,9.86923270842468e-07,0.000162461312350264
"PITA_41099",3.76087088754494,3.07898732058264,23.9139303262915,1.00740153258994e-06,0.00016478934881215
"PITA_41039",2.58727483210269,4.66199143668615,23.4706208730169,1.26835905668686e-06,0.000206179691908553
"PITA_10820",2.64838137828758,4.83703699842652,23.3866684545323,1.32493592792399e-06,0.000214038872977485
"PITA_25296",3.07492836376872,6.04027439908977,23.2969607100723,1.38819193660871e-06,0.000222873358513925
"PITA_41395",3.39315985501104,2.5208664497638,23.2619315039083,1.41370676228282e-06,0.000225577295584134
"PITA_42431",3.74729997849388,7.77659738285957,23.0323817318816,1.59295594759603e-06,0.0002526292148843
"PITA_32390",1.71611853977029,5.29591482469089,23.0013355325869,1.61888895585353e-06,0.000255185956683603
"PITA_46887",3.48118989137874,7.70204329204729,22.8706117041548,1.73281088499785e-06,0.000271498062095838
"PITA_41201",5.11533311844876,5.87577356560244,22.8317061238775,1.76824399098135e-06,0.000274611382079506
"PITA_23329",4.00518439187966,1.07667239555886,22.7279532388533,1.8663309116985e-06,0.000287227222972581
"PITA_30741",4.63887869266926,5.56955581478626,22.7068717606416,1.88691873570658e-06,0.000288687467041133
"PITA_07948",3.5978236741114,1.69235850650661,22.6794313082568,1.91405827108525e-06,0.0002909348664497
"PITA_07595",3.32310140832849,1.1621142732858,22.6694968390706,1.9239800464973e-06,0.0002909348664497
"PITA_15425",1.78482079886924,4.56917156019159,22.5808661660338,2.01481253735273e-06,0.000300701937626056
"PITA_05293",3.28637283526466,3.45773673708249,22.572832928583,2.02325499190895e-06,0.000300701937626056
"PITA_35022",2.2604600798212,3.30460826587174,22.297898947538,2.33461907166497e-06,0.000341129817050192
"PITA_26369",1.55327829840458,5.96042177959851,22.2662820037793,2.37337717103717e-06,0.000344855680678803
"PITA_04044",1.82031557763734,7.5103597045913,22.20407887394,2.45152430848179e-06,0.000354231642996126
"PITA_27863",2.468972293522,5.60786542161062,22.1909883540931,2.4682962086125e-06,0.000354684619280677
"PITA_20975",4.13711327708563,4.25603128705095,22.125401129124,2.55407750738509e-06,0.000364994515876807
"PITA_22393",2.26507945104204,5.20936697856888,21.929046012409,2.82919164202066e-06,0.000393933234324178
"PITA_25485",4.46835376532931,0.717435799690618,21.9269328881361,2.83230861696418e-06,0.000393933234324178
"PITA_18399",3.04995817415225,5.09377580913866,21.8435952830062,2.9580229973223e-06,0.000409229894347637
"PITA_35674",3.76885166348381,6.19539120934728,21.7998797099859,3.02619106441977e-06,0.000416445520605788
"PITA_41111",3.58673981185508,2.09885719614476,21.7424532439089,3.11814047694457e-06,0.000426840608762375
"PITA_27740",4.33698401754231,0.318870022246494,21.6851717203398,3.21265061973381e-06,0.000437475549574118
"PITA_45790",2.95221036046282,2.86416859650701,21.3675462799492,3.79134895849093e-06,0.000513589557611409
"PITA_38247",1.43803643565437,6.79142793256682,21.2890070011655,3.94990155955135e-06,0.000532295283224721
"PITA_36140",4.9088601127002,3.28413240258329,21.2527218513034,4.02538356844998e-06,0.000539671140370183
"PITA_19648",4.60692992580023,0.115783759071611,21.2026495139549,4.13192921641436e-06,0.000551114599947287
"PITA_48756",2.97972192762908,1.83866261496221,21.1119399492645,4.33220382645291e-06,0.000574879027154151
"PITA_28479",3.56774849761747,6.78615212819862,21.0795837006501,4.40597545381052e-06,0.000581700586691156
"PITA_13193",1.58231644894874,6.38366881337699,20.929564112094,4.76483790751214e-06,0.000625902369376178
"PITA_34591",1.83258061272617,5.15272458084497,20.898168618896,4.84357452408068e-06,0.000633047888426203
"PITA_46440",4.24305952046751,0.572732740239588,20.8671804393162,4.92257008776763e-06,0.000640155627063742
"PITA_05188",2.58079022898057,7.47588122454792,20.7945961112313,5.11270216951081e-06,0.00066121495796575
"PITA_10539",4.60248455878108,1.64679144384682,20.7861298167142,5.13535397397368e-06,0.00066121495796575
"PITA_01197",2.3324944436437,2.59879718710879,20.7474552708488,5.240116590623e-06,0.00067138025815524
"PITA_17848",4.93184215755705,0.856637509709486,20.6923216723694,5.39318348067626e-06,0.000687604456612299
"PITA_14098",3.86669033906942,3.16588312921098,20.5914217433861,5.68502813458449e-06,0.000717776197827223
"PITA_41916",3.57694985819948,3.64097961876564,20.5807712630885,5.71674416064014e-06,0.000718293714367582
"PITA_11995",2.24973252789404,5.16670395716997,20.5556317089276,5.79231329223974e-06,0.000724289790470497
"PITA_04854",3.41353939299215,2.14041522423123,20.4504049623566,6.11966060495132e-06,0.000761561017579803
"PITA_43376",3.57192804098421,7.03927254602498,20.3940080984977,6.30268281155934e-06,0.000780602272599271
"PITA_23638",3.10887141225807,1.7831264675821,20.3426928747258,6.47398401760517e-06,0.000798018247933142
"PITA_21435",2.03466302932637,4.79582001717322,20.2501200899151,6.79491971042893e-06,0.000833627673342199
"PITA_19393",3.89768506676628,0.750670992312678,20.1827302498336,7.03855157591315e-06,0.000853342663012703
"PITA_21954",2.29505552582142,4.8806341618069,20.1504378329467,7.15838599700167e-06,0.000861955839796372
"PITA_37344",2.98019556837552,1.52685935820864,20.1051948976535,7.32973160118273e-06,0.000878520687627472
"PITA_04147",4.52592989548232,0.0399000395741255,20.0897629636052,7.38911276786471e-06,0.000881575385226574
"PITA_44262",2.21721257933263,3.77292865411651,20.0382260984936,7.59094550559577e-06,0.000901520098881463
"PITA_38928",3.47109287182575,1.55507650327416,20.0038402252712,7.72867935717424e-06,0.000909571137559931
"PITA_49543",1.92267866614242,4.74550489484514,19.8963720894808,8.1755322209198e-06,0.000956748340225839
"PITA_32589",3.26594021447412,2.72701078658781,19.8899324713537,8.20311737746019e-06,0.000956748340225839
"PITA_30628",3.2053876248269,1.41961944144964,19.8552389303303,8.35334866324147e-06,0.000969877938715743
"PITA_49866",3.90371479875312,1.46060487783833,19.8468083945448,8.39027014537437e-06,0.000969877938715743
"PITA_23882",1.90521277216299,4.63454727564675,19.6246177271727,9.42470106580163e-06,0.00108463296469219
"PITA_06935",2.91896319784457,1.50829409712118,19.2883958697515,1.12387319945649e-05,0.00128770123544774
"PITA_48965",3.57082905296028,2.81571872462771,19.2514516387963,1.14583221099556e-05,0.00130710306911332
"PITA_03190",3.23218631538983,5.27091598023621,19.1893161192469,1.18374057716216e-05,0.00134445016032361
"PITA_48672",2.82007043078386,4.80294443407384,19.1178512855216,1.2289007174024e-05,0.00138967298951821
"PITA_24394",1.72313475283813,6.17965605616808,18.8378670602637,1.42313467211696e-05,0.00160235106870519
"PITA_29308",3.81023754823187,2.26117233839291,18.8126634172294,1.44206471641975e-05,0.00161666643143799
"PITA_37789",4.29280620387396,2.63141538729211,18.7688858710072,1.47554845449574e-05,0.00164710471042831
"PITA_01815",4.01002734021236,1.63854789579196,18.6762542667917,1.54899567762051e-05,0.00171437568422263
"PITA_36035",3.90895571069688,1.30791537550204,18.6647334197578,1.5583836330312e-05,0.001717457623369
"PITA_51729",2.4765207645912,1.95834269906668,18.6549748972992,1.56638021959436e-05,0.00171898663001813
"PITA_20515",3.65869534500205,4.55563850670316,18.5722002616585,1.63588868613465e-05,0.0017877239007427
"PITA_45773",1.41085532654947,6.48265406728906,18.5371267150835,1.66626782352603e-05,0.00181330375824639
"PITA_20665",4.4165247039708,2.97692505654873,18.5109402366894,1.68931830963041e-05,0.00183072832979906
"PITA_40527",2.70873186636485,1.72766725786267,18.4258482411567,1.76645481207657e-05,0.00190231587804265
"PITA_46930",2.27058125615494,3.74437164950958,18.4220229465773,1.77000439265762e-05,0.00190231587804265
"PITA_04332",2.90364649162302,1.25250804770508,18.4005904966488,1.7900250089547e-05,0.00191591606822645
"PITA_31270",2.3474668387844,2.98596772838266,18.2636332012554,1.92344359883743e-05,0.00204191202294542
"PITA_02304",2.00527644567228,4.80936853681021,18.2063230195358,1.98219668240942e-05,0.00209572981759296
"PITA_01830",3.88142610155995,0.701794196049612,18.164538678324,2.02616648664563e-05,0.00213354510733466
"PITA_15529",3.48837266648214,4.53362414596366,18.0727986152711,2.12617332014801e-05,0.00222982426950522
"PITA_13989",3.05681026671712,5.89244539439032,18.0083687609299,2.19935965265625e-05,0.0022973150685115
"PITA_05740",2.35034642195077,1.83355139678259,17.9148096079556,2.31016451254673e-05,0.00240340275227312
"PITA_07904",3.76864560442958,3.01370577373127,17.8654006721412,2.37092685806183e-05,0.00244704113695754
"PITA_06853",1.25183929216295,7.96217153236821,17.8414558861374,2.40094891406139e-05,0.00246073443369329
"PITA_22694",2.49988055834916,4.658213944418,17.8338505255236,2.41056424272946e-05,0.00246073443369329
"PITA_07118",2.71804823795066,2.35304328663583,17.8322619791299,2.4125774946818e-05,0.00246073443369329
"PITA_00470",2.71215125446306,4.97601142694517,17.8094431834595,2.44168414438989e-05,0.002480693863728
"PITA_48310",2.82504121070208,3.51959874163433,17.761226887327,2.50435249341269e-05,0.00252530801956375
"PITA_38499",3.40149775968878,3.45608994209904,17.7607233208384,2.50501545252585e-05,0.00252530801956375
"PITA_06926",2.08810972737947,2.56205766691884,17.7334142957826,2.54123388953994e-05,0.0025519286576465
"PITA_08476",2.39720608077018,2.90107247189879,17.7160073705774,2.56459384627688e-05,0.00256548159030059
"PITA_29147",2.80518805382383,2.16652282188231,17.5918379130833,2.73760813296832e-05,0.00272806321572311
"PITA_12671",2.46786171432345,2.70683395026499,17.454595322297,2.94252121318679e-05,0.00292107000892272
"PITA_14470",2.28128595244725,4.26883584533764,17.4435492956591,2.95966918229527e-05,0.0029269215118752
"PITA_40601",1.23099393027113,7.91086844084063,17.4166013715588,3.00192598906866e-05,0.00295746564582147
"PITA_14731",3.39131996644394,3.17761998129732,17.3920940468619,3.0408819629179e-05,0.00298453958390685
"PITA_07558",2.62461602720786,2.9937788747655,17.347653977203,3.11282293421925e-05,0.00303617643198521
"PITA_32996",1.52223458978881,5.11987730121623,17.3452025860462,3.11684073720655e-05,0.00303617643198521
"PITA_18840",4.1145198841911,0.140029380056455,17.2680219173771,3.24603993054889e-05,0.00315023330424053
"PITA_11637",1.87563829704875,5.3653712904924,17.2178884871696,3.33283284905898e-05,0.00322244050450465
"PITA_17809",2.34120959535011,4.00801926896501,17.0750300836926,3.59316411995895e-05,0.00344850943158717
"PITA_07352",4.0069700811876,2.37707666806255,17.013901089508,3.71071503346537e-05,0.00354562909904024
"PITA_23709",2.07037966998033,6.70141803711749,16.8603467511195,4.02333950402212e-05,0.00380520135127677
"PITA_08602",1.37850295380221,5.80565189995597,16.8338375140859,4.07993069504866e-05,0.00384474338577973
"PITA_39192",2.43419521365667,2.09299073091671,16.7921463219457,4.17055526368061e-05,0.00391595566256567
"PITA_19617",1.42147427444369,6.26251968173767,16.7619707892364,4.23740809099763e-05,0.00396441536110638
"PITA_38559",1.49989377963847,5.58030210565992,16.6869733369329,4.40826642342761e-05,0.00410948392139529
"PITA_27518",2.76157004887115,4.35360702357366,16.6441360265809,4.50894858789138e-05,0.00418833013651668
"PITA_13108",2.48426901395613,3.06003727478978,16.5629344160099,4.70618918485655e-05,0.00432520404625209
"PITA_03905",1.98761267475241,5.9517542684591,16.5134650345445,4.83058063201302e-05,0.00442389336824038
"PITA_08957",2.68983000982652,1.89154295135745,16.3606318478264,5.23615994223112e-05,0.00475216868994493
"PITA_21725",1.96000254108754,3.77131591936716,16.3581401513176,5.24304846674155e-05,0.00475216868994493
"PITA_13936",1.47083428627082,4.55291665056941,16.3578511768733,5.24384795268636e-05,0.00475216868994493
"PITA_31996",2.42709164218104,2.11442864582294,16.2616955802753,5.51679965486851e-05,0.00493080557468986
"PITA_11125",1.58758673460244,3.94424113694591,16.2452566883227,5.5648739988134e-05,0.00495673999435403
"PITA_22084",1.50265101983039,6.89213125007192,16.2368671267653,5.58957079955572e-05,0.00496174562886159
"PITA_14640",2.2383366841172,4.6883760586025,16.1714269073549,5.78603249788134e-05,0.00509058668678187
"PITA_25719",1.65898172490898,4.09102991124078,16.1690061429771,5.79343173242891e-05,0.00509058668678187
"PITA_28503",4.09226200476573,3.29752560494396,16.1414913332897,5.87820442008963e-05,0.00514768413340441
"PITA_44727",3.99112985694467,3.15390460803085,16.1323078390132,5.9067754034183e-05,0.00515534635797002
"PITA_47910",2.37626086487844,2.35298186728322,16.1146389603055,5.96213891046171e-05,0.0051862632415451
"PITA_46665",3.57819085403546,2.826071216772,16.1069574363775,5.98637060856079e-05,0.00518998377193525
"PITA_31428",2.62610894324173,1.09964718680216,16.0020561353439,6.32737279603448e-05,0.0054485029401832
"PITA_39044",1.899264206223,5.00390620886445,15.9980955949475,6.34062326483164e-05,0.0054485029401832
"PITA_17285",2.38161387785062,2.5060655966233,15.9960719676754,6.34740432494717e-05,0.0054485029401832
"PITA_49179",3.89097282066392,2.88998897088353,15.9892182119111,6.3704251044468e-05,0.00545027587307753
"PITA_37224",3.64683551703073,2.35278030332535,15.9357665394766,6.55286698126195e-05,0.00556743652899513
"PITA_28004",2.14653015993623,4.74308923524648,15.9143352590513,6.62748423635936e-05,0.00559656615271008
"PITA_05137",1.67850385051383,5.01645081521586,15.8508687784453,6.85350647965543e-05,0.00575763502765306
"PITA_08785",3.47521386770209,2.95351207316292,15.8483879889333,6.86249705322176e-05,0.00575763502765306
